Symbol,Feed ID,Publisher Count
SOLV/USD,03d73649ee5ff534163a584a865128c641ce1effedd330fa6bbe4c9581b0510e,0
STIP/IP,1997bb9bdde99431e222562f1d659c901a075fbf82502a8155d96fb2c7e33991,0
US100H6/USD,3f25534247e93c87271d0b65b475b0c139b6cb3a734f3800a658e287a1283b2c,0
KQ.011200/KRW,eedf369deb761f27365fd17e8310ab2df2af074068d4f436d14382a02eff5d8a,0
BRENT2M/USD,a6416fd4788c8d0f0b5c7d9d93030f4f6b4a012a324771026f4b20d20114fcf4,0
BEN/USD,da588e138c2bfac1d3961703edce382c431c77406a68427153b9ac08f5a1b9e4,0
HK.9633/HKD,7ba7dce08b4c8a42335b12df281268b75b6180158ce3978c617f5bf3d400f2cc,0
CFG/USD,c7c24c987c84f7c76bde1a1d50ff04624422d9ac68bd8f039a57a30e24dc524b,0
AEE/USD,3ba9d201026abdc250a275d59f722abeef1bdcdc7364fedbaecef61c7da788b9,0
BATS/GBP,d702a51d5b5179e0d207051e8f133e0cf16b026fb8b363ac039fa65d6c8ea6eb,0
XEC/USD,44622616f246ce5fc46cf9ebdb879b0c0157275510744cea824ad206e48390b3,0
BAYN/EUR,09cbc7aa0140571776096c05d1a437eba39ae209e708db956a1dd3d2f2ed5c7e,0
BSX/USD,d699ec7e73369362480f83d2a6f6ec778fa2947a45f1e94309cf893689d35262,0
SCRT/USD,ac5a498aa407c3642257dc8bd8b92efda656e708b22be9b96febcb77878d6bfa,0
XCFX/CFX,4ce9388417b83fcb0c0179d218b0e57ed1702d824c4e251ef86b3c658e6dc3b6,0
KMI/USD,f709b8c2869054ca5c3cef0a3a1a97ff4960aff3f3b4eb611022079b1ff73e50,0
DYDX/USD,6489800bb8974169adfe35937bf6736507097d13c190d760c557108c7e93a81b,0
KQ.010620/KRW,5a8cf706b46b63822bcaa9f38178f750435e148b40c0ec04c83b05e51f27ef75,0
AERO/USD,9db37f4d5654aad3e37e2e14ffd8d53265fb3026d1d8f91146539eebaa2ef45f,0
EFA/USD,3b7ef6c95ceedbffbb66bff3d6135a200c5d0a0466b0c90812510ceaedebaf04,0
CDCETH/ETH,a4972a52c16cfdc55c3967099700dcb072b8dee851f7f4a6d989866ae6a9c195,0
BAL/USD,07ad7b4a7662d19a6bc675f6b467172d2f3947fa653ca97555a9b20236406628,0
RKT/GBP,095a86c0a5767f8b5372b4c85a117ef07fc3bb59b6981ace5186fdc0558b2669,0
KQ.010120/KRW,edb9c5d8343d08e0e51e22e3b6979484b9513ed106cae59bc37149556c513f4a,0
BLZE/USD,93c3def9b169f49eed14c9d73ed0e942c666cf0e1290657ec82038ebb792c2a8,0
ME/USD,91519e3e48571e1232a85a938e714da19fe5ce05107f3eebb8a870b2e8020169,0
TSCO/GBP,16368d5be7aa57db21860c4692c82449556fdc2490af15c13dd0e190170d7a1b,0
STONE/USD,4dcc2fb96fb89a802ef9712f6bd2246d3607cf95ca5540cb24490d37003f8c46,0
URI/USD,111dca3c1265a35337c6b2ed06245c5b504c255f92c5ba0c03a67d8913d3e83f,0
PI/USD,8c102183926ffc9a1a1347a5a583661af37b415e93ea3f3591e94c303ed4f514,0
HNR1/EUR,c8ccba353936a3d1ce7c6d767d5b3e86315af2c13d4ed113a7f18d43ebb19cdb,0
IPG/USD,18044a8755f961d11132e5d46e403143fcae8f789665a941cb5685dcc6c9ff0c,0
SH/USD,cea38e1fad0f4f2a2e5e8cc9d3a88613826f9340efadf9464eb3353a8cce3a7a,0
METAX/USD,bf3e5871be3f80ab7a4d1f1fd039145179fb58569e159aee1ccd472868ea5900,0
GLMR/USD,309d39a65343d45824f63dc6caa75dbf864834f48cfaa6deb122c62239e06474,0
HK.0285/HKD,b5a7eb5f0f725303bce41a323bde1031c91d46d407249f3392e03e8e41197625,0
HK.9961/HKD,6cd8876a9592b559eaca64041d2804d7f48b0ad820916806b7738b0c22a2e9f9,0
1330/JPY,775e348785da6800e0a3b0f7d893c50cd764478e55f2ddd4e9bc02081f23ad24,0
NZD/JPY,40f3b8fa7d81f3087ebbe2fd2ad56cd9fa10327e262ca98f3cefdcbf92f94f2f,0
LR/EUR,09d6b6cf7d9ed113eed92398ec7c83a554739d08f0948660578d202927838b8f,0
CBDOGE/USD,7eab5e260e42d81013207e623be60c66c9c55bfe0ace4797ad00d1c5a1335eae,0
BNZL/GBP,ea48f26a559f137aa0f530a5bbf9467b2c0a5a44df7819c56717464e7bef0ec2,0
MELI/USD,5c149158ad0cca240ab13e45d93f43d7eb747a25acf5a9313b5b03c0aa87251b,0
LQTY/USD,5e8b35b0da37ede980d8f4ddaa7988af73d8c3d110e3eddd2a56977beb839b63,0
USD/TRY,032a2eba1c2635bf973e95fb62b2c0705c1be2603b9572cc8d5edeaf8744e058,0
PARA/USD,d31273eefefa4e9a3458c593f2a9a284f011db9884867c682d02c84e70b55ec2,0
WSTKSCETH/SCETH,b680422b70915df562e4802bd8679112ff0f6b0a29ec2c3762ae2720eda01e58,0
ETR/USD,dd3baa1ebafa53b0a8b1e208f2e8df9dfed597f8b93d0fead0e84d8f4a0336d9,0
BIIB/USD,1fba752348cffe265d87fd24eb641664234a089ff11947ac8d1bcfaa9430c453,0
BX/USD,9b25e42163e85658664651dac0915b2e0474fe6f5e19541e48ba2356f11a9f32,0
HK.2382/HKD,197a2508fa860c35d51ac848057e21650f0794abde44eef16abbd967a06fc5bf,0
KQ.443060/KRW,d6a137f78a305a5232fa462f302776612a81856d2b1e59611467a43b6a539912,0
FRAGSOL/SOL,a2fb411b17979013bcc86178ce28b4bea66f890d4efdb6fd9a645dbbbdb076fc,0
KQ.021240/KRW,275195d3277e14bd58df6944845ad25b9d24925d98fd2a5de4bbd82a5d86ac45,0
SAND/USD,cb7a1d45139117f8d3da0a4b67264579aa905e3b124efede272634f094e1e9d1,0
SAMO/USD,49601625e1a342c1f90c3fe6a03ae0251991a1d76e480d2741524c29037be28a,0
MCHP/USD,1f1a9da5ed94f81694aaf250155adc7c6cde842e4a3ee6e6b4cb6fc23c85667b,0
ALGO/USD,fa17ceaf30d19ba51112fdcc750cc83454776f47fb0112e4af07f15f4bb1ebc0,0
MRK/EUR,4c462059d3d171f225b9994c1a5fd730723650a3b205acfdf2abc06a18bd2bde,0
XAI/USD,f7ac0d8fdf22640d39de13816cd0942aa6cf3874b95028d9a602056e1dc95e96,0
STREAM/USD,c862498a45ba1309fe2b31e9af28d903f526311e85e4b77e37e379a6b134dc47,0
KQ.086280/KRW,120019c9a18e419a6a00a71448efa5ccf27eb4bd129392f487c2d6f4fc43513f,0
HOODX/HOOD,d88c382daa11f3a377796bc3f9318e7fbffd69c5bbceb5e58548670a7ad23e7f,0
SIGN/USD,64762254a3b5c7598b6b721dda6881991ba2cdf6c9a87f8d2ee7a40bb693f2ec,0
HIK/GBP,5a4159cbc9d623070fd6f70b9edb7bc4fdc9dcd1d9be2a30e9bb02fdce8eb09a,0
APTV/USD,169b68eb05ce4bac2eac0a70b7eafd1abf78bd5d8c6f769e1668bf011308e4e8,0
VT/USD,b167b163565d841b1477cb942bf3b2d28214f3eedf343de7536d6e5b6250d45b,0
KQ.402340/KRW,38897dddf8d037afcae61a5ed4a546924a3f717121158c45abf7b539f2bf9c13,0
OBFR %,af83c3680722a0b0139414679efade7265f9f7e8e4aa91d233ca1d0a3aabaac6,0
J/USD,04ac3a2e7287b5fe9733a415bc7c81d4d4ffdfebc3b7d726b9552623444f8036,0
KHYPE/HYPE,983b7cabc6fab548e15a5b05500da9b99c1682107b3e2ff289344116c10ac02c,0
SY1/EUR,4e100b5aeb1eb842ce6aca88cb5ec1a691a4b279d7b3cc481928c4237196076a,0
MSTRX/MSTR,342df7ea9b8db28630933d55d0c9c1119525eb5be58d499ecc4e88faf061083a,0
AAL/GBP,6933a1dfe481cefd8f6d96c53e8d3260af5848f6793bc2c2bf0f9ef9a9ecd999,0
CARR/USD,98057002daf66705e7542c2934f246bed459c2deeacc465f2f2b137649faa5be,0
MATICX/MATIC,a6a9e999d34b0c2a34c2cdc0a5f6922e375853109e2386426f8a9ec682692a6c,0
FARTCOIN/USD,58cd29ef0e714c5affc44f269b2c1899a52da4169d7acc147b9da692e6953608,0
RIO/GBP,d21c420077ba3c132b9f9f5615786db26cf5dcd334fab5475d600416b194eda2,0
ENJ/USD,5cc254b7cb9532df39952aee2a6d5497b42ec2d2330c7b76147f695138dbd9f3,0
RWE/EUR,81165e8a1b77d53aa56051a795b76ec1e1520ef392ec6d71b1b54354a49f309c,0
LRC/USD,20311405c2fc648cf5733197e95c03512af9cf64f2260aea7e212a8c8b7bdcfa,0
KLAC/USD,9c27675f282bfe54b5d0a7b187b29b09184d32d4462de7e3060629c7b8895aad,0
CBK/EUR,b6d70f140303cf639be7f265964604d3557f94c1cc6f307fee30e3fd136cfde1,0
FME/EUR,60f2aeeba5e9fd5392cc54603650fc44b541b725ac3d78e7212adb88941893a1,0
EVRG/USD,8fa90a86d593ae81e23fe16272b1d572d971d4f7a749e01841b91fec6d24e10e,0
MTX/EUR,05172a8a2ab9b576156bbd2b67e85b0a0b7d1f02d61264ae7033b745657ead88,0
HOLX/USD,7c19118ae1715b2b289d122ef5983fd31231e31e410937cbb64aa307ac91dcea,0
US3M %,5f112a41dc65a8d2b37c533a2fc6f5efed3a385a03c1fb33e534a3857a90c97b,0
ADSK/USD,3d3b04f0e32bd28246e6fd6d0e863e621827a6da9e979e7a7df5516aa28e9591,0
ZK/USD,cc03dc09298fb447e0bf9afdb760d5b24340fd2167fd33d8967dd8f9a141a2e8,0
ARKB/USD,8f1c7775f51f7b7990953ad43c336778b8aa1bc3be8d8c1db68a020e078e8a2c,0
NVDAX/USD,4244d07890e4610f46bbde67de8f43a4bf8b569eebe904f136b469f148503b7f,0
FLASHHYPE/HYPE,8f749681c078ce4ef65cd220994f25735b80264fca4386dd57b31eacf7e4610b,0
THE/USD,1edda53e477165d3b287e6f65253faba42052cc39d390cc9e64b4b5bf6c06cc7,0
SO/USD,650293cd51d63cac28ecb03823af05d8192dad724156af6ed4a90b1708057bf2,0
BOBA/USD,d1e9cff9b8399f9867819a3bf1aa8c2598234eecfd36ddc3a7bc7848432184b5,0
T/USD,63e9f918ab91507c3574cca011da4dccda30cf54d46124d03b70279142ff81f3,0
HK.1997/HKD,3d8c4f6b0a8803577f22c358f8d6ff35c5218dd41889443ea87aaeb37739eba5,0
EAPT/APT,12aa9a44a5f0695ccf5a9e3ded5c646b13b4013047182ca6db0aacfea8b252ef,0
NUE/USD,7e535de06269b98ea0dfd8b238b80254a41be0092acf72c4464b269cd500716e,0
SMT/GBP,fbceeec3e08fa0907cd5790f1ca32ebfa31dc45d619fecd6186b1dab0ff7c4a3,0
HK.2628/HKD,1acf9ce68f57d72a7c463a4127ea4bd9bdf5879c177062054b16918b6ec7df65,0
DECK/USD,d31cf7d2e7a6a971b74c72815830c642d10a3c4cb170163b30833db9fb1d3d60,0
FUSDC/USDC,22c0d03a3fff6ce4c82caa81121f4a7f5c4924d2a0030c682dba8a294858e4dc,0
SDR/GBP,3af52229ecfae9740e9de7cb2350af8103011bc3a4aaed9093f0c63dc7d5d106,0
LUNC/USD,4456d442a152fd1f972b18459263ef467d3c29fb9d667e30c463b086691fbc79,0
AURORA/USD,2f7c4f738d498585065a4b87b637069ec99474597da7f0ca349ba8ac3ba9cac5,0
USD/IDR,6693afcd49878bbd622e46bd805e7177932cf6ab0b1c91b135d71151b9207433,0
ROL/USD,0991357d942869150d5d10750b3e066855a56b1459b25dca044b59b9a3fbc779,0
MUBARAK/USD,21ea1eed9fb00187e44ce5c2e747564756debcc6b5af222e3a077470e0f79104,0
LVS/USD,aa0eed91fe7b824ad9931f8601647bec51870c76f7a5d6ead18c3df9ecb3c553,0
SN/GBP,46c71d965035a8d8659de74885f0f3fe805287bac7b50b65b8eb3f3ef41c74ee,0
STAPT/APT,2f218a73fb0c46ae8f9f7bb70ffbb232dd0dd65169b6401bfdc9bfb340a66b1a,0
HSIC/USD,8397ec3fb0eb764ecc05f530d6fcaa72731517fe919714f43f3bbf9387b1e669,0
BEZ/GBP,6fcc8aa358c7643b3c81ffd016ac80776addedd99eb643ce81826a27739b4750,0
TAOHASH/USD,d1eea292e03d27a5368818ebf4c2704bf7b05ea18497b53be57e5d7abaeaade9,0
TW/GBP,8be4ab9f8e5864fc5802e376de48d1d5a9d80873657f8dd9175b66d7ab0cb89b,0
US10Y %,9c196541230ba421baa2a499214564312a46bb47fb6b61ef63db2f70d3ce34c1,0
MMC/USD,0226ff84f3cf3752d80319b0fc4b5dc4d039408e7c5f7bf44bb642f8be2fdc8d,0
CHTR/USD,1585a2b6467e2bf7788d6c58ab4b0f2259610d5997f8aa7b6c160417250c71f8,0
HK.0322/HKD,9a7d7c6a726541f3587becf957645a6f76f35ba1133c4fd4cfe594f43ccf1f0c,0
GOOGL/USD EXTENDED,f3926e605ff67ccbc8089cdc5569dacbc417e2df85c35c1a06c9af053ec51231,0
AES/USD,c336f7bf37b7379ebaa84a51e5002560dfe0d341c516c05c50a80fc836e2ac32,0
TSLAX/USD,47a156470288850a440df3a6ce85a55917b813a19bb5b31128a33a986566a362,0
XOM/USD,4a1a12070192e8db9a89ac235bb032342a390dde39389b4ee1ba8e41e7eae5d8,0
WYNN/USD,77236d3447ae89ca0e7a4f766e08a18ccc931801917f307d9455eba62144ba3e,0
US30U5/USD,3e7d0dd3be36c4f0ee0efa7600ed5a5dcf5c4e0a1460d8c3fc46169bbd9d78db,0
USDX/USD,8d0fa26c8dd1b22c9e3aef8ed5842848d123f391d2a8cc5a2209df694244a777,0
HK.2319/HKD,e91f9916ed39b71f95cf6ecfea5c64b4ea5d6500f914c76b92061c03ca9376f3,0
METH/ETH,ee279eeb2fec830e3f535ad4d6524eb35eb1c6890cb1afc0b64554d08c88727e,0
PYPL/USD,773c3b11f6be58e8151966a9f5832696d8cd08884ccc43ac8965a7ebea911533,0
OMC/USD,113967e03bb7a347e3669bcb49cf0c6cd27ddc38439c9f009dec0bf9f0edb137,0
MASK/USD,b97d9aa5c9ea258252456963c3a9547d53e4848cb66ce342a3155520741a28d4,0
DEEP/USD,29bdd5248234e33bd93d3b81100b5fa32eaa5997843847e2c2cb16d7c6d9f7ff,0
SUSDS/USDS,6968a8641208463d17ae3b9cfa0e4841a7aa7a5d54122b9f692b84fe9ce3409f,0
DOGS/USD,3b75dbeeb6310f6264c812dd8411a6b30dc6d02cec4bca2447c88335127564f4,0
AMPUSD/USD,41827044d61d411b307f78a25b3b4f8b27f2e26b22f4ef9381c1041f65039c8a,0
HK.0883/HKD,6fc494c3a1b707ba9d391a94b34d4b3ce5b1131be304feca614acd38136de3eb,0
RKLB/USD,40589e289317e4fbd997b1a267606e20a1cc7c3e4689f9e5a5992957917816c8,0
VUSA/GBP,ccdeebc019c8cd28b81f47a03999f9e905e87cd9320c268908649e411be0bf2a,0
EUR/AUD,f51e4e46f00cb9153ddb379ea26672084c0263126c56102af148402b7a6d11d3,0
KVUE/USD,a31b64345bf1601d1cf1cfdb7a1f628982fab0a4365947b3c4fa2230faea971d,0
BRENT3M/USD,6c4005cf9cc3c55690d8ad84a6487d5226f7fe732df55bfcfb76865061b0c10b,0
GOOGLX/GOOGL,d54f066daee8cfbee2ecbefc8faa351c7c38b2c2a7cd8b704af20875974e3c68,0
ORDI/USD,193c739db502aadcef37c2589738b1e37bdb257d58cf1ab3c7ebc8e6df4e3ec0,0
PRIME/USD,e417fb7d1edcfe70283c608fa9f14d11ebf4d1b3ecf2e97e42a110f7fb649843,0
VUG/USD,8c64b089d95170429ba39ec229a0a6fc36b267e09c3210fbb9d9eb2d4c203bc5,0
CCH/GBP,6a62a570cde075c5d1d728c7e8ffb876d3d943fb7da3b2f72f6e32c8ce454181,0
LION/USD,a57e29fe0a3e6165a55a42675d94aaf27e1b0183e7dfa1b7e9e3514c70f622d0,0
GRMN/USD,14226b55af532f2fdea5928cff806c6073f67da5b9333672f709e7cf1e5ee7c6,0
KR/USD,ff6a38e7adcdaf6d9e02c4c597defcdd328c1e4fe98977c8cc6b27a2673e4f8b,0
CEG/USD,a541bc5c4b69961442e45e9198c7cce151ff9c2a1003f620c6d4a9785c77a4d9,0
ESLT/USD,9b0641170ce2cb1173874fb5077ef377aa3726e91b8a8309eb57d1840506d473,0
TDG/USD,d381a4fd877aab599ca1270f5a099d8583ee60159b66c6b6b1ad3018ae89c8fe,0
KQ.086790/KRW,e1deba593cfc0d9a86e005900736f7557825da17c9a828e07d1cd56f7f297cae,0
BAND/USD,5ab188823c117b3ac791391752f95fd701d923ccffa3436ecf7ba5d4bb4bd678,0
STNEAR/NEAR,b44390c76cc128577ff941e29b43c8feb1a7e81c633cab31b9d42bcbf6d41cf3,0
CVX/USD,f464e36fd4ef2f1c3dc30801a9ab470dcdaaa0af14dd3cf6ae17a7fca9e051c5,0
EDV/GBP,9a01dced50be45e47b6e22144a6706dbc8226128248fd5ae4096cf8d1c2ac90d,0
RMS/EUR,093e06eed2ef428b95a4ad50a7d569c91177aff668a83f4b37bd25a0bea01a7c,0
KQ.138930/KRW,41876502ca40a452063997adeceb075f7ce6e56f2f463d9d9bf78975ffd3e7e6,0
MNG/GBP,178d0d973d4cabb0323fb50aa043e9f9d384d904d70340a4e794e20e6d5986e6,0
XLE/USD,8bf649e08e5a86129c57990556c8eec30e296069b524f4639549282bc5c07bb4,0
MOODENG/USD,ffff73128917a90950cd0473fd2551d7cd274fd5a6cc45641881bbcc6ee73417,0
KQ.006400/KRW,c315a9beae70ac84d3278987c4422a740cd8d28427d01e119b49892083ad105d,0
KQ.015760/KRW,fd56608887f89e91fb00176e7b0eeb6eb1c048c9afc0d615709295c65e893d5d,0
MKR/USD,9375299e31c0deb9c6bc378e6329aab44cb48ec655552a70d4b9050346a30378,0
BORG/USD,ef3f94c52ecc3a624fa0fa51ab2b562f70d8f98ff505bb36cbc08c22b1aff628,0
JKHY/USD,87ea4968e650693b61926526d4b3cb7ee32f4f71217b0e181732ba6e14f9d124,0
AMD/USD EXTENDED,24e9852dbca406e43c7a76dd1414f7db1284bd1240354b589879c7461a7410f9,0
EZETH/ETH,d40f6b388c01afc072dc2e371fcb13f76829c679afa29faa3bbfe085b9aebead,0
HK.2331/HKD,a0f6917a0b53d31a33709c79237ea251ed4b3fcac27d9a65da225a7861bd87ff,0
IWM/USD,eff690a187797aa225723345d4612abec0bf0cec1ae62347c0e7b1905d730879,0
ZENBTC/BTC,d1490706aeb28af56c7999ebfbdc41466f2128591b147542df775e3ae573c43d,0
DOC/USD,0adae539549d8495edc5cfc14dfed8974fe440a8c195df187d1a75bb3bb7b441,0
CELO/USD,7d669ddcdd23d9ef1fa9a9cc022ba055ec900e91c4cb960f3c20429d4447a411,0
KQ.012450/KRW,b2ee28d2a40437db3b236ac8186a0bac7df038452d0c6e680b3ffad8a4ea4c9c,0
USDL/USD,cd861966551d758d36e2b5deffdefa0f06b6b1dfce5ed64255f30cff35b1ec30,0
USDS/USD,77f0971af11cc8bac224917275c1bf55f2319ed5c654a1ca955c82fa2d297ea1,0
FICO/USD,84df202649f46e6362e38abcf5cd6947bc7e4379e8e281f1d02b382355c13aa3,0
HOODX/USD,dd49a9ac6df5cbfa9d8fc6371f7ae927a74d5c6763c1c01b4220d70314c647f9,0
GDDY/USD,db81d5006b97f915f7f34bd396df8cc84c436e4e76f3849ae6e70ad2585fdf0d,0
ML/EUR,06cf18e74482ad69ed6edaaa6219d3d167c13a8867362ca111c5f9c32d3332cc,0
USD/SEK,8ccb376aa871517e807358d4e3cf0bc7fe4950474dbe6c9ffc21ef64e43fc676,0
EMR/USD,e1c0e5aaf1842d3efb806d14a7cd21160d4b7c0f96746e0fa1227ae961bf3929,0
TMUS/USD,0b231ca4307d25e4600067bfb06f576474bcabd74fb50eeaa0906ac1b457f365,0
STORJ/USD,21776e4ed1e763d580071fd6394d71e582672c788f64f4a279e60ec1497e27c4,0
STAN/GBP,3c38ca8a994518101b0c0f716f1cd8c9a6539ec685ac2dcab732e795a1d22f94,0
BWA/USD,20e3150670edc7674cf130f844934de184fb497c271499d6c4b9ffad3c41ff0f,0
CNA/GBP,af4096a8c681312295ae72d877a4e6a627ea5ebd5928b1eb754caf55a75e2f92,0
HIG/USD,b8a84e7acb92be6f24b60cec80e87b84ec46780774e15d9791fc018b7ad49492,0
RETH/USD,a0255134973f4fdf2f8f7808354274a3b1ebc6ee438be898d045e8b56ba1fe13,0
SPLG/USD,4dfbf28d72ab41a878afcd4c6d5e9593dca7cf65a0da739cbad9b7414004f82d,0
NA/USD,18c38429e26e7db76621772d3cdfe7956c988d4bb55059abbfd96bdc916083b9,0
NTRN/USD,a8e6517966a52cb1df864b2764f3629fde3f21d2b640b5c572fcd654cbccd65e,0
DLTR/USD,5d9f295f1afeaa993f9e07600158a1b8566c27e003a929d123f9b6c97164da0e,0
IUSB/USD,9e530d43756213889ebee4ac3aa0b96f6c7d5f4771e8fb777b76eb5905543d5c,0
AXS/USD,b7e3904c08ddd9c0c10c6d207d390fd19e87eb6aab96304f571ed94caebdefa0,0
MRNA/USD,4083b0b1471123cf4d3e8edee7890940cafad866f06cadae638c23e555a1f4fc,0
MOTHER/USD,62742a997d01f7524f791fdb2dd43aaf0e567d765ebf8fd0406a994239e874d4,0
KCS/USD,c8acad81438490d4ebcac23b3e93f31cdbcb893fcba746ea1c66b89684faae2f,0
HIPPO/USD,f2c5249856da2fbe0221e163b3fed678dd6f76515ab933292dfb4f15a1de8f8c,0
ROP/USD,375d3fff7889b3bfdee5cfccdc5d4d3e67eed3b7d9599e29cea59b1baaa0b83a,0
CAH/USD,970e53ff78966bd9cbd5c4fba2254484b2e7b5e117403b635b0ca482d7346ff0,0
STZ/USD,bcbe7f4f918381ad7891595dabea1c1a0b662e48cc533d48f308aa4883a0802d,0
WBA/USD,ed5c2a2711e2a638573add9a8aded37028aea4ac69f1431a1ced9d9db61b2225,0
BITB/USD,b2f5fb947fb6846c9d9860159179f206193a47bab3cd7ade2d3754c25051c0e1,0
HK.0388/HKD,1f7983cbd3c3f592b0990c80c6d3c217d09379770b557a7544c47be185562707,0
EZBC/USD,337611acbeb14ef4ea0d754226bc8b900ff5fd2e469e762a4b135034c3ed9897,0
ATO/USD,e045f185730daa0a656655aed1317710b047bda0a7e74d74b24f112d37bcde53,0
BLK/USD,68d038affb5895f357d7b3527a6d3cd6a54edd0fe754a1248fb3462e47828b08,0
GLW/USD,6ef62b860055ef6819af274064e5aa597aa9d0963ce3109c51d996264844776e,0
AI/EUR,461187ef2715a03fe4a53c343c681c9c2a130437faa31d9818c72d7d5deb9dcf,0
STMPA/EUR,0d265e1482231945fac53bf7fc6418ce6e21d5f6bea8481bba483d42fbb6f01e,0
JLP/USD,c811abc82b4bad1f9bd711a2773ccaa935b03ecef974236942cec5e0eb845a3a,0
HAS/USD,ab3a0f9d8e8565e58225a4e8bbe6bdf0ae8894aa3a1081aec1cf728fa61d7e4f,0
UETH/USD,08c73e187b45ecb2ab8375b975865d3c4a225fef1ccc7f326ad6eec66a24567a,0
CSPR/USD,4871d73dd24d2c92a531ce571d48da9a5f22ff946bd5b37bc38c6f479c7df158,0
HK.1038/HKD,d61292575b7bbf7c8e8c64be4b4b88e4a23b653265392c76a8a10ec8073d9c6a,0
MNT/USD,4e3037c822d852d79af3ac80e35eb420ee3b870dca49f9344a38ef4773fb0585,0
UBER/USD,c04665f62a0eabf427a834bb5da5f27773ef7422e462d40c7468ef3e4d39d8f1,0
WLFI/USD,d41369178d64f41d51ca95465c144a2c74d2fff30be69164835911943fa64c3e,0
EURA/USD,84755269cafa0a552ce2962c5ac7369a4da7aef57a01379b87736698387b793b,0
BKNG/USD,e90b679a7e4ca0d591abb634959d38a535c2036c6b121c520a82cff111ff7d12,0
EQT/USD,ad81a87631f8ab7f09897d7001e46e206afa727c419d93f31591a8edefdf37cb,0
PSH/GBP,2ad321b77e925225e0000e3a618ac75076f290257533847287b53e6b51eab6bc,0
USDHL/USD,1497fb795ae65533d36d147b1b88c8b7226866a201589904c13acd314f694799,0
USD0++/USD,f9c96a45784d0ce4390825a43a313149da787e6a6c66076f3a3f83e92501baeb,0
SCETH/USD,8bb5e69ed1ab19642a0e7e851b1ed7b3579d0548bc8ddd1077b0d9476bb1dabc,0
EXC/USD,9beecfa17137405edde62ca98241e24c86d217282f8e193ee6c8fc40aae01092,0
BP/GBP,1fb5b82a43cafadad1e148ebc874bbdba1dd1ece9fe6f5559ccfbae1669e79c9,0
US500U5/USD,770571aab619609cb5c28d5b891d36c64b8d6d373977ba37de3ef5a46743eeef,0
CBRE/USD,c153deece90e57f0c4b2bd1b693deed41e32a8117fd6eb8269a49e71d5080292,0
MINT/USD,58f4ee3a0fc4de834a2e96274a696d0f3d8ec45fc76131a6a49fcd18d3ca9812,0
USD/JPY,ef2c98c804ba503c6a707e38be4dfbb16683775f195b091252bf24693042fd52,0
PROMPT/USD,3512f8f7c90859bde36c063f455a6f62a042019bd94187972c0cccaa0425d25d,0
LUNA/USD,e6ccd3f878cf338e6732bf59f60943e8ca2c28402fc4d9c258503b2edbe74a31,0
USD/MXN,e13b1c1ffb32f34e1be9545583f01ef385fde7f42ee66049d30570dc866b77ca,0
CINF/USD,2bdf663a6dacfbb4f986adc98d833cbdd206ab64d6f5fb0cd5470e91bb3985a0,0
TSLA/USD,16dad506d7db8da01c87581c87ca897a012a153557d4d578c3b9c9e1bc0632f1,0
