Symbol,Feed ID,Publisher Count
HK.0101/HKD,2d47ac295f7156b2b3a724d31034b230ed7e74414ea3e642e2c7f4425cc0a8f4,33254
HK.2331/HKD,a0f6917a0b53d31a33709c79237ea251ed4b3fcac27d9a65da225a7861bd87ff,33254
NVR/USD,b8b6c23723982492c9e893684e2686af4c38eef7f58dc74a030b49a7c07996b7,33254
JBHT/USD,27af75b9414384273378f90ccc53bec01dc8adf3662c4f7e6ec0645622af55bb,33254
XLF/USD,06b884220ac5ac16fedfb03f84ec62b6e311241bc0af40ebfe4aedf462c18825,33254
INF/GBP,597813341c4bc9f3c6c5538fa03dbabb1c1a971de9df3367409c9b6b648efa90,33254
LOOP/USD,11ef99f21b54baf4d913b2c876437fcc773b8e2320f14b08875870e7b6721fd4,33254
TAOHASH/USD,d1eea292e03d27a5368818ebf4c2704bf7b05ea18497b53be57e5d7abaeaade9,33254
BR/USD,945c4b4ca2c3526335c4b559f7948620d54c80323a56db7b70f5333671fd2416,33254
HIK/GBP,5a4159cbc9d623070fd6f70b9edb7bc4fdc9dcd1d9be2a30e9bb02fdce8eb09a,33254
HK.9999/HKD,088415ee575b594758152ed1142774e878d70ef9b5b2b9a41202fb7a4fbb0f3a,33254
HK.1038/HKD,d61292575b7bbf7c8e8c64be4b4b88e4a23b653265392c76a8a10ec8073d9c6a,33254
STAN/GBP,3c38ca8a994518101b0c0f716f1cd8c9a6539ec685ac2dcab732e795a1d22f94,33254
DSY/EUR,59656667085fef56ca1ef7de5db26d7e4302713ba3085d9992969ad84a4533c4,33254
RHM/EUR,e549836c2eb0015f4423da6e596599a2ae2692e4457d1f53264258dc5f920490,33254
PM/USD,a32f875eb39e23f087ea0db141b00857630c2c5011bfbe53a2a4d186f37cb583,33254
WSTKSCUSD/SCUSD,caed0964240861da425cf03fae9737473f6f031fb80cbbd73c3fb8cddd7a2204,33254
PYPL/USD,773c3b11f6be58e8151966a9f5832696d8cd08884ccc43ac8965a7ebea911533,33254
ZEUS/USD,31558e9ccb18c151af6c52bf78afd03098a7aca1b9cf171a65b693b464c2f066,33254
AV/GBP,c04c79e6ba7d90eefa087a70f606fdc3bfecadbbb2dacc9dbc5d68e26ba13002,33254
AI/USD,afb12c5ccf50495c7a7b04447410d7feb4b3218a663ecbd96aa82e676d3c4f1e,33254
TSLQ/USD,508439d4bbfac7632f640c74c6b7ace7f42c699393a588cb3bb236cfed001723,33254
KQ.307950/KRW,ba13c5c38ce15067ffa501a122304977e03a9d6a77cef685041f5ef8fe2076a7,33254
NDSN/USD,6727509d8f206c8615b61a01039caa23b45271196e603daebb0366d5e864666f,33254
CTAS/USD,3aac822069ed803b272ade5510441f32b97501963cad9598ae61238bd8843aa5,33254
RIOT/USD,46417522a59b245c5af35c33c13426d991b36514c4c85aaefe1cf787e7daad90,33254
DLR/USD,5af7f961ea231d5f4bd19dc99d1fd43f6de67ab57b73779f9ebe65a6a4ab64d5,33254
FTV/USD,8872d930ce5c58a3a4dab23a34e4bcdb6b0793573723c9a1945bcdd6e097b83c,33254
WEIR/GBP,16191e61f0ae3ebbdaf568d9617ac572ca3ce3f4fd6c4759d5c2ddfb312b350f,33254
STONE/ETH,7a508a94c9276cbc60d04e1a8cf839d20d835bb869a74487dfffa8f1bfd1ce42,33254
CAT/USD,df7b724fae4b9ecfd6081effb1ea3bb3b5c250c3641cf903b4d8fb10f4f452df,33254
AURORA/USD,2f7c4f738d498585065a4b87b637069ec99474597da7f0ca349ba8ac3ba9cac5,33254
USR/USD,512a79cc65f49531f0bbb72956353e79ecdc1e4a6e5241847196c1f9a11d8a52,33254
HK.0981/HKD,155d8e7ffcc9c67eb227d4adbd153ba69cfef803eeb077c902f9095bf1afae64,33254
SGML/USD,860ec6bd0af204b8062322bd788857c9fe48d2b44239759a9f578997b1f4f38c,33254
SPYX/USD,2817b78438c769357182c04346fddaad1178c82f4048828fe0997c3c64624e14,33254
USDTB/USD,e4731214382d8ed70a766930a7722c68064fc7ed4e6d70dbce3c84d4be81bc92,33254
USOL/USD,974c7a77dbace44d229be17fc176975e06404b004476aeaff37641818cb0c55a,33254
FRXETH/USD,29240ee3a9024d107888eb1d4c527216f06bd64cee030c6b5575b1a8d77cb659,33254
JUPSOL/SOL,f8d8d6b6c866c8b2624fb5b679ae846738725e5fc887fa8e927c8d8645018a2b,33254
G/USD,0f6539d2f188eef5cb9dfba796f4c40407e55df14bb668a81a9ba3678d5a625c,33254
TTE/EUR,0a95b77e60cf7f6dbcb902225259741fe6a3aebe07221390e79fcb05bbfdabb8,33254
BLAST/USD,057345a7e9ef0f36dca8ad1c4e5788808b85f3084cc7b0d8cb29ac5012d88f0d,33254
IDEX/USD,6fdf9f1b31f6212aad9125dbc9d85ae6cfac3939fd914f6a8c397f01272eca8f,33254
MODE/USD,0386e113cc716a7c6a55decd97b19c90ce080d9f2f5255ac78a0e26889446d1e,33254
HYPE/USD,4279e31cc369bbcc2faf022b382b080e32a8e689ff20fbc530d2a603eb6cd98b,33254
NTRS/USD,f10492d0a522ca19f17cf8d54267abb2cca8ddb80d4bd528750223e3156a8aef,33254
VTV/USD,1105e1af4587e6555349533492904782f6a4d0dc6b828938e98e1715b6b32315,33254
PLUME/USD,ded84d57dbf810bf86b97936f12e1f01b8d6d01c251a4d6eac592147988d475c,33254
BND/USD,ed8fb53acc8e6fada0885e9fca7b8bd15727ef6913fe10141d5cc51f73f6fc81,33254
SOFR %,0f5fd558019a7cad9eaa012cd7228c65f2b7ed31db3f66ec557087a769df0f67,33254
LBTC/BTC,bade5c63f281d36a13dbb64ed0ae1c532a434b6771b11885f396a41f56cc3bd0,33254
JCI/USD,f6207ac0b3f712a3021a91f87ff0f03279e5df5126f4e9657f3e4cb3e18ab0f0,33254
VIE/EUR,f1b15faa42f33b43041b4781de53a644dd840058947b843f99540876890e2236,33254
SCA/USD,7e17f0ac105abe9214deb9944c30264f5986bf292869c6bd8e8da3ccd92d79bc,33254
JUP/USD,0a0408d619e9380abad35060f9192039ed5042fa6f82301d0e48bb52be830996,33254
EQIX/USD,66eb6cfa3a28e8e7cad538a55872ac0e41a2741ca66a29c1dc5540f2b1fb6fb6,33254
NOOT/USD,dd8cdc412ede8e249be07e904e891e4b3a8bd1e1867dea16585ad4b2d0807eeb,33254
ANKR/USD,89a58e1cab821118133d6831f5018fba5b354afb78b2d18f575b3cbf69a4f652,33254
ETHFI/USD,b27578a9654246cb0a2950842b92330e9ace141c52b63829cc72d5c45a5a595a,33254
HSIC/USD,8397ec3fb0eb764ecc05f530d6fcaa72731517fe919714f43f3bbf9387b1e669,33254
HK.0017/HKD,add612726e57b1dbb7fdbb9a85de4ccb1e52edf1ce7c35fc672c5543db8c1a34,33254
MTCH/USD,17106e7bc45a7a3c48db3eff47617a7eac3c67bd2e15dbee5285db744d3f2cd7,33254
TAC/USD,f3d1e3fbe7944d9008cbc4e6390677d60ba1ea118f230570369355dc3780c7b4,33254
VIC/USD,f80ba6864e3f1b36c873bcb2767079d5fb86cf04855e714b2a0f30d7e0830a24,33254
VELO/USD,8b66bf97961dcd47336fe8467a4c7fd86e6c0bc77ebfbe91ab106a56d3a3513a,33254
ABSTER/USD,a98bfb9501a843d1c048fd51e71e403da89df1e996016fd692332f835bef5778,33254
JNJ/USD,12848738d5db3aef52f51d78d98fc8b8b8450ffb19fb3aeeb67d38f8c147ff63,33254
ARC/USD,ac3d02825eef9c311197bcdd3ef789b2c7db97739af8f6aeca8374c55b022572,33254
SHDW/USD,823df7874b35e0a6ad4f1f3a8298e1ec8bf3c20d188edbc1e2b56886adb73d38,33254
HSOL/SOL,001764718ac7349c5a7f11d609b2235c3e36522e2672321abdf517676147c71b,33254
ORDI/USD,193c739db502aadcef37c2589738b1e37bdb257d58cf1ab3c7ebc8e6df4e3ec0,33254
VET/USD,1722176f738aa1aafea170f8b27724042c5ac6d8cb9cf8ae02d692b0927e0681,33254
IP/USD,d7b753e70cea474508a2f0cd0ae5b7ac67662eb648a88afe68f04759464ccc8d,33254
PRU/USD,6987f2cab2c2be6cb897220d99dd5665835e6d204f022d4b6d0701d9351b3138,33254
ALLE/USD,f063ce6db3f3c237f248e51fe80cc4910fef79a8f0f3fc056b0d5b6a2bd450ba,33254
SNX/USD,39d020f60982ed892abbcd4a06a276a9f9b7bfbce003204c110b6e488f502da3,33254
XPD/USD,80367e9664197f37d89a07a804dffd2101c479c7c4e8490501bc9d9e1e7f9021,33254
KAS/USD,dfd3cb51a9d39fde35a3ff6177b426def03ed48d45008248f22827d8bf50cab4,33254
VEA/USD,11e972f7dcdb6158ae9812d60e37a227a27d3f3aab5982f35d3208b9cd3748c5,33254
SMT/GBP,fbceeec3e08fa0907cd5790f1ca32ebfa31dc45d619fecd6186b1dab0ff7c4a3,33254
GEV/USD,57e28b0f0ab18923f5c987629c0c714b9b46c87e729ed95ed6e23e466e8d1e0c,33254
